;;;;;;;;x;
False;Arkitekturens historia och teori 5:2;A52H2A;3.0;1 års;Avancerad nivå
False;Arkitekturkommunikation 4;A41Q1A;3.0;x;Grundnivå
False;Arkitekturkommunikation 5;A51Q1A;3.0;x;Grundnivå
False;Arkitekturkritisk teori IV: Gender. Studio;AD221V;7.5;Basic;Avancerad nivå
False;Arkitekturprojekt 4:1, Arkitektur och teknik;A42P1A;12.0;x;Avancerad nivå
False;Arkitekturprojekt 5:1, Arkitektur och stadsbyggnad;A52P1A;12.0;x;Avancerad nivå
False;Arkitekturprojekt 5:2;A52P2A;12.0;x;Avancerad nivå
False;Arkitekturteknik 4:1;A42T1A;3.0;Bcs;Avancerad nivå
False;Arkitekturteknik 4:2;A42T2A;3.0;Bcs exam;Avancerad nivå
False;Arkitekturteknik 5:1;A52T1A;3.0;1 års;Avancerad nivå
False;Arkitekturteknik 5:2;A52T2A;3.0;1 års;Avancerad nivå
False;Avancerad gestaltning - Studio 4:1;A42A1B;12.0;Bcs exam;Avancerad nivå
False;Avancerad gestaltning - Studio 4:2;A42A2B;12.0;Bcs exam;Avancerad nivå
False;Avancerad gestaltning - Studio 4:3;A42A3B;12.0;Bcs exam;Avancerad nivå
False;Avancerad gestaltning - Studio 4:4;A42A4B;12.0;Bcs exam;Avancerad nivå
False;Avancerad gestaltning - Studio 5:1;A52A1B;12.0;1 års;Avancerad nivå
False;Avancerad gestaltning - Studio 5:2;A52A2B;12.0;1 års;Avancerad nivå
False;Avancerad gestaltning - studio 5:3;A52A3B;12.0;1 års;Avancerad nivå
False;Avancerad gestaltning - studio 5:4;A52A4B;12.0;1 års;Avancerad nivå
False;Designstudion för Arkitekturens Interdisciplinaritet 4:1;A42T1B;12.0;Bcs;Avancerad nivå
False;Designstudion för Arkitekturens Interdisciplinaritet 4:2;A42T2B;12.0;Bcs;Avancerad nivå
False;Designstudion för Arkitekturens Interdisciplinaritet 4:3;A42T3B;12.0;Bcs;Avancerad nivå
False;Designstudion för Arkitekturens Interdisciplinaritet 4:4;A42T4B;12.0;Bcs;Avancerad nivå
False;Designstudion för Arkitekturens Interdisciplinaritet 5:1;A52T1B;12.0;1 års;Avancerad nivå
False;Designstudion för Arkitekturens Interdisciplinaritet 5:2;A52T2B;12.0;1 års;Avancerad nivå
False;Designstudion för arkitekturens interdisciplinaritet, studio - 5:3;A52T3B;12.0;1 års;Avancerad nivå
False;Designstudion för arkitekturens interdisciplinaritet, studio - 5:3;A52T4B;12.0;1 års;Avancerad nivå
True;Examensarbete inom arkitektur;1A10AX;30.0;Exam;Avancerad nivå
False;Examensarbete inom arkitektur, avancerad nivå;A52ARX;30.0;Exam;Avancerad nivå
False;Examensarbete inom arkitektur, avancerad nivå;A52EXA;30.0;Exam;Avancerad nivå
False;Fri arkitekturstudio 4:1;A42F1B;12.0;Bcs exam;Avancerad nivå
False;Fri arkitekturstudio 4:2;A42F2B;12.0;Bcs exam;Avancerad nivå
False;Fri arkitekturstudio 4:3;A42F3B;12.0;Bcs exam;Avancerad nivå
False;Fri arkitekturstudio 4:4;A42F4B;12.0;Bcs exam;Avancerad nivå
False;Fri arkitekturstudio 5:1;A52F1B;12.0;Bcs exam;Avancerad nivå
False;Fri arkitekturstudio 5:2;A52F2B;12.0;Bcs exam;Avancerad nivå
False;Gestaltningsprocess - Studio 4:1;A42P1B;12.0;Bcs exam;Avancerad nivå
False;Gestaltningsprocess - Studio 4:2;A42P2B;12.0;Bcs exam;Avancerad nivå
False;Gestaltningsprocess - Studio 4:3;A42P3B;12.0;Bcs exam;Avancerad nivå
False;Gestaltningsprocess - Studio 4:4;A42P4B;12.0;Bcs exam;Avancerad nivå
False;Gestaltningsprocess - Studio 5:1;A52P1B;12.0;1 års;Avancerad nivå
False;Gestaltningsprocess - Studio 5:2;A52P2B;12.0;1 års;Avancerad nivå
False;Gestaltningsprocess - studio 5:3;A52P3B;12.0;1 års;Avancerad nivå
False;Gestaltningsprocess - studio 5:4;A52P4B;12.0;1 års;Avancerad nivå
False;Grundläggande gestaltning - Studio 4:1;A42G1B;12.0;Bcs exam;Avancerad nivå
False;Grundläggande gestaltning - Studio 4:2;A42G2B;12.0;Bcs exam;Avancerad nivå
False;Grundläggande gestaltning - Studio 4:3;A42G3B;12.0;Bcs exam;Avancerad nivå
False;Grundläggande gestaltning - Studio 4:4;A42G4B;12.0;Bcs exam;Avancerad nivå
False;Grundläggande gestaltning - Studio 5:1;A52G1B;12.0;1 års;Avancerad nivå
False;Grundläggande gestaltning - Studio 5:2;A52G2B;12.0;1 års;Avancerad nivå
False;Grundläggande gestaltning - studio 5:3;A52G3B;12.0;1 års;Avancerad nivå
False;Grundläggande gestaltning - studio 5:4;A52G4B;12.0;1 års;Avancerad nivå
False;Gäststudio - studio 4:1;A42V1B;12.0;x;Avancerad nivå
False;Gäststudio - studio 4:2;A42V2B;12.0;x;Avancerad nivå
False;Gäststudio - studio 4:3;A42V3B;12.0;x;Avancerad nivå
False;Gäststudio - studio 4:4;A42V4B;12.0;x;Avancerad nivå
False;Gäststudio - studio 5:1;A52V1B;12.0;x;Avancerad nivå
False;Gäststudio - studio 5:2;A52V2B;12.0;x;Avancerad nivå
False;Gäststudio - studio 5:3;A52V3B;12.0;x;Avancerad nivå
False;Gäststudio - studio 5:4;A52V4B;12.0;x;Avancerad nivå
False;Hållbar gestaltning - Studio 4:1;A42H1B;12.0;Bcs exam;Avancerad nivå
